page,imdb_id,title,year,rating,rating_count,runtime_minutes,certificate,genres,plot,url
1,tt0111161,The Shawshank Redemption,1994,9.3,3151223,142,R,Drama,"A banker convicted of uxoricide forms a friendship over a quarter century with a hardened convict, while maintaining his innocence and trying to remain hopeful through simple compassion.",https://www.imdb.com/title/tt0111161/
1,tt0468569,The Dark Knight,2008,9.1,3127021,152,PG-13,"Action, Crime, Drama","When a menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman, James Gordon and Harvey Dent must work together to put an end to the madness.",https://www.imdb.com/title/tt0468569/
1,tt0137523,Fight Club,1999,8.8,2567072,139,R,"Crime, Drama, Thriller",An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.,https://www.imdb.com/title/tt0137523/
1,tt0816692,Interstellar,2014,8.7,2470776,169,PG-13,"Adventure, Drama, Sci-Fi","When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans.",https://www.imdb.com/title/tt0816692/
1,tt0109830,Forrest Gump,1994,8.8,2466030,142,PG-13,"Drama, Romance","The history of the United States from the 1950s to the '70s unfolds from the perspective of an Alabama man with an IQ of 75, who yearns to be reunited with his childhood sweetheart.",https://www.imdb.com/title/tt0109830/
1,tt0110912,Pulp Fiction,1994,8.8,2408456,154,R,"Crime, Drama","The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",https://www.imdb.com/title/tt0110912/
1,tt0068646,The Godfather,1972,9.2,2199021,175,R,"Crime, Drama",The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son.,https://www.imdb.com/title/tt0068646/
1,tt0120737,The Lord of the Rings: The Fellowship of the Ring,2001,8.9,2180353,178,PG-13,"Adventure, Drama, Fantasy",A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,https://www.imdb.com/title/tt0120737/
1,tt0167260,The Lord of the Rings: The Return of the King,2003,9,2140366,201,PG-13,"Adventure, Drama, Fantasy",Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,https://www.imdb.com/title/tt0167260/
1,tt0114369,Se7en,1995,8.6,1992598,127,R,"Crime, Drama, Mystery","Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",https://www.imdb.com/title/tt0114369/
1,tt1345836,The Dark Knight Rises,2012,8.4,1972629,164,PG-13,"Action, Crime, Drama","Bane, an imposing terrorist, attacks Gotham City and disrupts its eight-year-long period of peace. This forces Bruce Wayne to come out of hiding and don the cape and cowl of Batman again.",https://www.imdb.com/title/tt1345836/
1,tt0167261,The Lord of the Rings: The Two Towers,2002,8.8,1934178,179,PG-13,"Adventure, Drama, Fantasy","While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",https://www.imdb.com/title/tt0167261/
1,tt1853728,Django Unchained,2012,8.5,1859082,165,R,"Drama, Western","With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi.",https://www.imdb.com/title/tt1853728/
1,tt0172495,Gladiator,2000,8.5,1826549,155,R,"Action, Adventure, Drama",A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,https://www.imdb.com/title/tt0172495/
1,tt0993846,The Wolf of Wall Street,2013,8.2,1758287,180,R,"Biography, Comedy, Crime","Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",https://www.imdb.com/title/tt0993846/
1,tt0361748,Inglourious Basterds,2009,8.4,1755635,153,R,"Adventure, Drama, War","In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",https://www.imdb.com/title/tt0361748/
1,tt0102926,The Silence of the Lambs,1991,8.6,1699579,118,R,"Crime, Drama, Horror","A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",https://www.imdb.com/title/tt0102926/
1,tt0372784,Batman Begins,2005,8.2,1695256,140,PG-13,"Action, Crime, Drama","After witnessing his parents' death, billionaire Bruce Wayne learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city.",https://www.imdb.com/title/tt0372784/
1,tt7286456,Joker,2019,8.3,1670372,122,R,"Crime, Drama, Thriller","Arthur Fleck, a party clown and a failed stand-up comedian, leads an impoverished life with his ailing mother. However, when society shuns him and brands him as a freak, he decides to embrace the life of chaos in Gotham City.",https://www.imdb.com/title/tt7286456/
1,tt0120815,Saving Private Ryan,1998,8.6,1620445,169,R,"Drama, War","Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose comrades have been killed in action.",https://www.imdb.com/title/tt0120815/
1,tt1130884,Shutter Island,2010,8.2,1618414,138,R,"Drama, Mystery, Thriller",Two US marshals are sent to a mental institution on an inhospitable island in order to investigate the disappearance of a patient.,https://www.imdb.com/title/tt1130884/
1,tt0108052,Schindler's List,1993,9,1570848,195,R,"Biography, Drama, History","In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.",https://www.imdb.com/title/tt0108052/
1,tt0482571,The Prestige,2006,8.5,1568659,130,PG-13,"Drama, Mystery, Sci-Fi","Two friends and fellow magicians become bitter enemies after a sudden tragedy. As they devote themselves to this rivalry, they make sacrifices that bring them fame but, with terrible consequences.",https://www.imdb.com/title/tt0482571/
1,tt0120689,The Green Mile,1999,8.6,1542633,189,R,"Crime, Drama, Fantasy",A death row guard learns that a gentle giant in his charge possesses a mysterious gift.,https://www.imdb.com/title/tt0120689/
1,tt0407887,The Departed,2006,8.5,1537567,151,R,"Crime, Drama, Thriller",An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,https://www.imdb.com/title/tt0407887/
1,tt0071562,The Godfather Part II,1974,9,1478241,202,R,"Crime, Drama","The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",https://www.imdb.com/title/tt0071562/
1,tt0209144,Memento,2000,8.4,1421322,113,R,"Drama, Mystery, Thriller",A former insurance investigator who now suffers from anterograde amnesia uses notes and tattoos to hunt down his wife's murderer.,https://www.imdb.com/title/tt0209144/
1,tt0120338,Titanic,1997,8,1377717,194,PG-13,"Drama, Romance","A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",https://www.imdb.com/title/tt0120338/
1,tt0099685,Goodfellas,1990,8.7,1374795,145,R,"Biography, Crime, Drama","The story of Henry Hill and his life in the mafia, covering his relationship with his wife Karen and his mob partners Jimmy Conway and Tommy DeVito.",https://www.imdb.com/title/tt0099685/
1,tt0120382,The Truman Show,1998,8.2,1348700,103,PG,"Comedy, Drama",An insurance salesman begins to suspect that his whole life is actually some sort of reality TV show.,https://www.imdb.com/title/tt0120382/
1,tt0110413,Léon: The Professional,1994,8.5,1339523,110,R,"Action, Crime, Drama","When her family is murdered by a group of corrupt officers led by the tyrannical Norman Stansfield, a young 12-year-old girl enlists the help of an Italian-American hitman to seek revenge.",https://www.imdb.com/title/tt0110413/
1,tt0169547,American Beauty,1999,8.3,1272246,122,R,Drama,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,https://www.imdb.com/title/tt0169547/
1,tt0120586,American History X,1998,8.5,1262854,119,R,"Crime, Drama",A white supremacist is released from prison a changed man and hopes to prevent his younger brother from following in his footsteps.,https://www.imdb.com/title/tt0120586/
1,tt0110357,The Lion King,1994,8.5,1245117,88,G,"Animation, Adventure, Drama","Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",https://www.imdb.com/title/tt0110357/
1,tt0434409,V for Vendetta,2005,8.1,1238054,132,R,"Action, Drama, Sci-Fi","In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman.",https://www.imdb.com/title/tt0434409/
1,tt0114814,The Usual Suspects,1995,8.5,1226901,106,R,"Crime, Drama, Mystery",The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.,https://www.imdb.com/title/tt0114814/
1,tt1049413,Up,2009,8.3,1221365,96,PG,"Animation, Adventure, Comedy","78-year-old Carl Fredricksen travels to South America in his house equipped with balloons, inadvertently taking a young stowaway.",https://www.imdb.com/title/tt1049413/
1,tt0264464,Catch Me If You Can,2002,8.1,1215927,141,PG-13,"Biography, Crime, Drama","Barely 17 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",https://www.imdb.com/title/tt0264464/
1,tt0081505,The Shining,1980,8.4,1211598,146,R,"Drama, Horror","A family heads to an isolated hotel for the winter, where a sinister presence influences the father into violence. At the same time, his psychic son sees horrifying forebodings from both the past and the future.",https://www.imdb.com/title/tt0081505/
1,tt0119217,Good Will Hunting,1997,8.3,1194967,126,R,"Drama, Romance","A therapist counsels Will Hunting, a janitor with a genius IQ.",https://www.imdb.com/title/tt0119217/
1,tt0477348,No Country for Old Men,2007,8.2,1171440,122,R,"Crime, Drama, Thriller",Violence and mayhem ensue after a hunter stumbles upon the aftermath of a drug deal gone wrong and over two million dollars in cash near the Rio Grande.,https://www.imdb.com/title/tt0477348/
1,tt0338013,Eternal Sunshine of the Spotless Mind,2004,8.3,1170334,108,R,"Drama, Romance, Sci-Fi","When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories forever.",https://www.imdb.com/title/tt0338013/
1,tt2267998,Gone Girl,2014,8.1,1155830,149,R,"Drama, Mystery, Thriller",The husband of a missing woman becomes the main suspect in her disappearance.,https://www.imdb.com/title/tt2267998/
1,tt0112573,Braveheart,1995,8.3,1152713,178,R,"Biography, Drama, War",Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,https://www.imdb.com/title/tt0112573/
1,tt0073486,One Flew Over the Cuckoo's Nest,1975,8.6,1148485,133,R,Drama,"A rebellious convict is sent to a psychiatric hospital for evaluation in 1963 Oregon, and encourages his docile companions to take more control of their lives and defy the tyrannical head nurse.",https://www.imdb.com/title/tt0073486/
1,tt6751668,Parasite,2019,8.5,1138810,132,R,"Drama, Thriller",Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,https://www.imdb.com/title/tt6751668/
1,tt2582802,Whiplash,2014,8.5,1133706,106,R,"Drama, Music",A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,https://www.imdb.com/title/tt2582802/
1,tt0167404,The Sixth Sense,1999,8.2,1132328,107,PG-13,"Drama, Mystery, Thriller","After being shot by a resentful former patient whom he failed to help, a Philadelphia child psychologist seeks redemption by treating a young boy with a disturbing secret.",https://www.imdb.com/title/tt0167404/
1,tt0268978,A Beautiful Mind,2001,8.2,1045967,135,PG-13,"Biography, Drama, Mystery","A mathematical genius, John Nash made an astonishing discovery early in his career and stood on the brink of international acclaim. But the handsome and arrogant Nash soon found himself on a harrowing journey of self-discovery.",https://www.imdb.com/title/tt0268978/
1,tt1160419,Dune: Part One,2021,8,1020135,155,PG-13,"Action, Adventure, Drama","Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.",https://www.imdb.com/title/tt1160419/
2,tt1675434,The Intouchables,2011,8.5,1014827,112,R,"Comedy, Drama","After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",https://www.imdb.com/title/tt1675434/
2,tt0075314,Taxi Driver,1976,8.2,1014052,114,R,"Crime, Drama","A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.",https://www.imdb.com/title/tt0075314/
2,tt0086250,Scarface,1983,8.3,1002762,170,R,"Crime, Drama","In the 1980s, a determined criminal-minded Cuban immigrant becomes the biggest drug smuggler in Miami, and is eventually undone by his own drug addiction.",https://www.imdb.com/title/tt0086250/
2,tt0253474,The Pianist,2002,8.5,1001552,150,R,"Biography, Drama, Music","During WWII, acclaimed Polish musician Wladyslaw faces various struggles as he loses contact with his family. As the situation worsens, he hides in the ruins of Warsaw in order to survive.",https://www.imdb.com/title/tt0253474/
2,tt15398776,Oppenheimer,2023,8.2,996174,180,R,"Biography, Drama, History","A dramatization of the life story of J. Robert Oppenheimer, the physicist who had a large hand in the development of the atomic bombs that brought an end to World War II.",https://www.imdb.com/title/tt15398776/
2,tt3659388,The Martian,2015,8,995964,144,PG-13,"Adventure, Drama, Sci-Fi","An astronaut becomes stranded on Mars after his team assumes him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue.",https://www.imdb.com/title/tt3659388/
2,tt0050083,12 Angry Men,1957,9,971260,96,Approved,"Crime, Drama",The jury in a New York City murder trial is frustrated by a single member whose skeptical caution forces them to more carefully consider the evidence before jumping to a hasty verdict.,https://www.imdb.com/title/tt0050083/
2,tt0180093,Requiem for a Dream,2000,8.3,964683,102,NC-17,Drama,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,https://www.imdb.com/title/tt0180093/
2,tt2278388,The Grand Budapest Hotel,2014,8.1,955670,99,R,"Comedy, Drama","A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.",https://www.imdb.com/title/tt2278388/
2,tt7131622,Once Upon a Time... in Hollywood,2019,7.6,948189,161,R,"Comedy, Drama","As Hollywood's Golden Age is winding down during the summer of 1969, television actor Rick Dalton and his stunt double Cliff Booth endeavor to achieve lasting success in Hollywood while meeting several colorful characters along the way.",https://www.imdb.com/title/tt7131622/
2,tt1663202,The Revenant,2015,8,938422,156,R,"Adventure, Drama, Western",A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,https://www.imdb.com/title/tt1663202/
2,tt1392214,Prisoners,2013,8.2,917123,153,R,"Crime, Drama, Mystery",A desperate father takes the law into his own hands after police fail to find two kidnapped girls.,https://www.imdb.com/title/tt1392214/
2,tt3315342,Logan,2017,8.1,916248,137,R,"Action, Drama, Sci-Fi","In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",https://www.imdb.com/title/tt3315342/
2,tt1877830,The Batman,2022,7.8,912974,176,PG-13,"Action, Crime, Drama","When a sadistic serial killer begins murdering key political figures in Gotham, the Batman is forced to investigate the city's hidden corruption and question his family's involvement.",https://www.imdb.com/title/tt1877830/
2,tt0416449,300,2006,7.6,906343,117,R,"Action, Drama","In the ancient battle of Thermopylae, King Leonidas and 300 Spartans fight against Xerxes and his massive Persian army.",https://www.imdb.com/title/tt0416449/
2,tt1010048,Slumdog Millionaire,2008,8,906143,120,R,"Crime, Drama, Romance","When a teenager from the slums of Mumbai is interrogated about his suspicious performance on a quiz show, he revisits various events from his past to explain how he knew all the answers.",https://www.imdb.com/title/tt1010048/
2,tt0246578,Donnie Darko,2001,8,903784,113,R,"Drama, Mystery, Sci-Fi","After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes.",https://www.imdb.com/title/tt0246578/
2,tt2096673,Inside Out,2015,8.1,901642,95,PG,"Animation, Adventure, Comedy","After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions, Joy, Fear, Anger, Disgust, and Sadness, conflict on how best to navigate a new city, house, and school.",https://www.imdb.com/title/tt2096673/
2,tt1454468,Gravity,2013,7.7,894534,91,PG-13,"Drama, Sci-Fi, Thriller","Dr Ryan Stone, an engineer on her first space mission, and Matt Kowalski, an astronaut on his final expedition, have to survive in space after they are hit by debris while spacewalking.",https://www.imdb.com/title/tt1454468/
2,tt0060196,"The Good, the Bad and the Ugly",1966,8.8,883119,178,R,"Adventure, Drama, Western",A bounty-hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.,https://www.imdb.com/title/tt0060196/
2,tt0947798,Black Swan,2010,8,881105,108,R,"Drama, Thriller","Nina is a talented but unstable ballerina on the verge of stardom. Pushed to the breaking point by her artistic director and a seductive rival, Nina's grip on reality slips, plunging her into a waking nightmare.",https://www.imdb.com/title/tt0947798/
2,tt0083658,Blade Runner,1982,8.1,874581,117,R,"Action, Drama, Sci-Fi",A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,https://www.imdb.com/title/tt0083658/
2,tt2084970,The Imitation Game,2014,8,871268,114,PG-13,"Biography, Drama, Thriller","During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians while attempting to come to terms with his troubled private life.",https://www.imdb.com/title/tt2084970/
2,tt0480249,I Am Legend,2007,7.2,868666,101,PG-13,"Drama, Horror, Sci-Fi","Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.",https://www.imdb.com/title/tt0480249/
2,tt8946378,Knives Out,2019,7.9,864905,130,PG-13,"Comedy, Crime, Drama","When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate.",https://www.imdb.com/title/tt8946378/
2,tt1205489,Gran Torino,2008,8.1,856122,116,R,Drama,"After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself.",https://www.imdb.com/title/tt1205489/
2,tt2543164,Arrival,2016,7.9,850647,116,PG-13,"Drama, Mystery, Sci-Fi","Linguist Louise Banks leads a team of investigators when gigantic spaceships touch down around the world. As nations teeter on the verge of global war, Banks and her crew must find a way to communicate with the extraterrestrial visitors.",https://www.imdb.com/title/tt2543164/
2,tt0093058,Full Metal Jacket,1987,8.2,843510,116,R,"Drama, War",A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,https://www.imdb.com/title/tt0093058/
2,tt1745960,Top Gun: Maverick,2022,8.2,841699,130,PG-13,"Action, Drama","The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission.",https://www.imdb.com/title/tt1745960/
2,tt0144084,American Psycho,2000,7.6,822369,102,R,"Comedy, Crime, Drama","A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.",https://www.imdb.com/title/tt0144084/
2,tt1285016,The Social Network,2010,7.8,811744,120,PG-13,"Biography, Drama","As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea and by the co-founder who was later squeezed out of the business.",https://www.imdb.com/title/tt1285016/
2,tt0118799,Life Is Beautiful,1997,8.6,804466,116,PG-13,"Comedy, Drama, Romance","When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor and imagination to protect his son from the dangers around their camp.",https://www.imdb.com/title/tt0118799/
2,tt5013056,Dunkirk,2017,7.8,798163,106,PG-13,"Action, Drama, History","Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",https://www.imdb.com/title/tt5013056/
2,tt0113277,Heat,1995,8.3,790861,170,R,"Action, Crime, Drama",A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a verbal clue at their latest heist.,https://www.imdb.com/title/tt0113277/
2,tt2024544,12 Years a Slave,2013,8.1,780731,134,R,"Biography, Drama, History","In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",https://www.imdb.com/title/tt2024544/
2,tt0054215,Psycho,1960,8.5,778823,109,R,"Drama, Horror, Mystery",A secretary on the run for embezzlement takes refuge at a secluded California motel owned by a repressed man and his overbearing mother.,https://www.imdb.com/title/tt0054215/
2,tt0116282,Fargo,1996,8.1,778152,98,R,"Crime, Drama, Thriller",Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,https://www.imdb.com/title/tt0116282/
2,tt1045658,Silver Linings Playbook,2012,7.7,769721,122,R,"Comedy, Drama, Romance","After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",https://www.imdb.com/title/tt1045658/
2,tt0117951,Trainspotting,1996,8.1,764009,93,R,"Crime, Drama","Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends.",https://www.imdb.com/title/tt0117951/
2,tt0078788,Apocalypse Now,1979,8.4,763574,147,R,"Drama, Mystery, War",A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,https://www.imdb.com/title/tt0078788/
2,tt0405159,Million Dollar Baby,2004,8.1,760855,132,PG-13,"Drama, Sport","Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close bond.",https://www.imdb.com/title/tt0405159/
2,tt8579674,1917,2019,8.2,759592,119,R,"Action, Drama, War","April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",https://www.imdb.com/title/tt8579674/
2,tt0780504,Drive,2011,7.8,754771,100,R,"Action, Drama",A mysterious Hollywood action film stuntman gets in trouble with gangsters when he tries to help his neighbor's husband rob a pawn shop while serving as his getaway driver.,https://www.imdb.com/title/tt0780504/
2,tt3783958,La La Land,2016,8,748913,128,PG-13,"Comedy, Drama, Music","When Sebastian, a pianist, and Mia, an actress, follow their passion and achieve success in their respective fields, they find themselves torn between their love for each other and their careers.",https://www.imdb.com/title/tt3783958/
2,tt1856101,Blade Runner 2049,2017,8,742881,164,R,"Action, Drama, Mystery","Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.",https://www.imdb.com/title/tt1856101/
2,tt0421715,The Curious Case of Benjamin Button,2008,7.8,739279,166,PG-13,"Drama, Fantasy, Romance","Benjamin Button, born in 1918 with the physical state of an elderly man, ages in reverse. He experiences love and break-ups, ecstasy and sorrow, and timelessness by the time he dies in 2003 as a baby.",https://www.imdb.com/title/tt0421715/
2,tt0107048,Groundhog Day,1993,8,732464,101,PG,"Comedy, Drama, Fantasy","A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day.",https://www.imdb.com/title/tt0107048/
2,tt1504320,The King's Speech,2010,8,729909,118,R,"Biography, Drama, History","The story of King George VI, his unexpected ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.",https://www.imdb.com/title/tt1504320/
2,tt1798709,Her,2013,8,720912,126,R,"Drama, Romance, Sci-Fi","In the near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.",https://www.imdb.com/title/tt1798709/
2,tt3460252,The Hateful Eight,2015,7.8,715371,168,R,"Crime, Drama, Mystery","In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",https://www.imdb.com/title/tt3460252/
3,tt15239678,Dune: Part Two,2024,8.4,712264,166,PG-13,"Action, Adventure, Drama","Paul Atreides unites with the Fremen while on a warpath of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the universe, he endeavors to prevent a terrible future.",https://www.imdb.com/title/tt15239678/
3,tt0469494,There Will Be Blood,2007,8.2,699506,158,R,Drama,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",https://www.imdb.com/title/tt0469494/
3,tt0454876,Life of Pi,2012,7.9,695855,127,PG,"Adventure, Drama, Fantasy","A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",https://www.imdb.com/title/tt0454876/
3,tt2562232,Birdman or (The Unexpected Virtue of Ignorance),2014,7.7,694033,119,R,"Comedy, Drama","A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.",https://www.imdb.com/title/tt2562232/
3,tt2380307,Coco,2017,8.4,693134,105,PG,"Animation, Adventure, Drama","Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",https://www.imdb.com/title/tt2380307/
3,tt0758758,Into the Wild,2007,8,691879,148,R,"Adventure, Biography, Drama","After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness.",https://www.imdb.com/title/tt0758758/
3,tt0162222,Cast Away,2000,7.8,682887,143,PG-13,"Adventure, Drama, Romance",A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,https://www.imdb.com/title/tt0162222/
3,tt0075148,Rocky,1976,8.1,681157,120,PG,"Drama, Sport",A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,https://www.imdb.com/title/tt0075148/
3,tt0332280,The Notebook,2004,7.8,678070,123,PG-13,"Drama, Romance",An elderly man reads to a woman with dementia the story of two young lovers whose romance is threatened by the difference in their respective social classes.,https://www.imdb.com/title/tt0332280/
3,tt3890160,Baby Driver,2017,7.5,675077,113,R,"Action, Crime, Drama","Coerced into working for a crime boss, a young getaway driver must face the music when a doomed heist threatens his life, love, and freedom.",https://www.imdb.com/title/tt3890160/
3,tt6966692,Green Book,2018,8.2,671700,130,PG-13,"Biography, Comedy, Drama",A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,https://www.imdb.com/title/tt6966692/
3,tt2119532,Hacksaw Ridge,2016,8.1,669166,139,R,"Biography, Drama, History","World War II American Army Medic Desmond T. Doss, serving during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.",https://www.imdb.com/title/tt2119532/
3,tt0443706,Zodiac,2007,7.7,663323,157,R,"Crime, Drama, Mystery","Between 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.",https://www.imdb.com/title/tt0443706/
3,tt1024648,Argo,2012,7.7,662168,120,R,"Biography, Drama, History","Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.",https://www.imdb.com/title/tt1024648/
3,tt11286314,Don't Look Up,2021,7.1,661976,138,R,"Comedy, Drama, Sci-Fi",Two low-level astronomers must go on a giant media tour to warn humankind of an approaching comet that will destroy planet Earth.,https://www.imdb.com/title/tt11286314/
3,tt2872718,Nightcrawler,2014,7.8,659606,117,R,"Crime, Drama, Thriller",A petty thief desperate for work muscles into the world of crime journalism and becomes the star of his own story as he blurs the line between observer and participant.,https://www.imdb.com/title/tt2872718/
3,tt0119488,L.A. Confidential,1997,8.2,654432,138,R,"Crime, Drama, Mystery","As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",https://www.imdb.com/title/tt0119488/
3,tt0034583,Casablanca,1942,8.5,650568,102,PG,"Drama, Romance, War",A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,https://www.imdb.com/title/tt0034583/
