page,imdb_id,title,year,rating,rating_count,runtime_minutes,certificate,genres,plot,url
88,tt0066892,Carnal Knowledge,1971,6.9,16669,98,R,"Comedy, Drama",Chronicling the romantic relationships of two men who meet and become friends in college.,https://www.imdb.com/title/tt0066892/
88,tt0073076,Grey Gardens,1975,7.5,16640,95,PG,"Documentary, Comedy, Drama","Meet a mother and daughter, high-society dropouts, reclusive cousins of Jackie O., managing to thrive together amid the decay and disorder of their East Hampton, NY, mansion, making for an eerily ramshackle echo of the American Camelot.",https://www.imdb.com/title/tt0073076/
88,tt32985279,Steve,2025,6.4,16633,93,R,Drama,"Follows headteacher Steve battling for his reform college's survival while managing his mental health. Concurrently, troubled student Shy navigates his violent tendencies and fragility, torn between his past and future prospects.",https://www.imdb.com/title/tt32985279/
88,tt0348593,The Door in the Floor,2004,6.6,16617,111,R,"Comedy, Drama",A writer's young assistant becomes both pawn and catalyst in his boss's disintegrating household.,https://www.imdb.com/title/tt0348593/
88,tt8376234,Peter Rabbit 2: The Runaway,2021,6.2,16614,93,PG,"Animation, Adventure, Comedy","Thomas and Bea are now married and living with Peter and his rabbit family. Bored of life in the garden, Peter goes to the big city, where he meets shady characters and ends up creating chaos for the whole family.",https://www.imdb.com/title/tt8376234/
88,tt6040662,The Children Act,2017,6.7,16610,105,R,Drama,"As her marriage crumbles, a judge must decide a case involving a teenage boy who is refusing a blood transfusion on religious principle.",https://www.imdb.com/title/tt6040662/
88,tt0309820,Luther,2003,6.6,16610,123,PG-13,"Biography, Drama, History","During the early sixteenth century, idealistic German monk Martin Luther, disgusted by the materialism in the Catholic Church, begins the dialogue that will lead to the Protestant Reformation.",https://www.imdb.com/title/tt0309820/
88,tt0110907,Ready to Wear,1994,5.2,16600,133,R,"Comedy, Drama",A chronicle of the interconnected lives of a group of people in the lead up to Paris Fashion Week.,https://www.imdb.com/title/tt0110907/
88,tt0110882,Before the Rain,1994,7.8,16592,113,Not Rated,"Drama, Romance, War",Three interconnected stories of love under the threat of civil war in Macedonia and London.,https://www.imdb.com/title/tt0110882/
88,tt0096913,Best of the Best,1989,6.4,16589,97,PG-13,"Action, Drama, Sport",A team from the United States is going to compete against Korea in a Tae Kwon Do tournament. The team consists of fighters from all over the country - can they overcome their rivalry and work together to win?,https://www.imdb.com/title/tt0096913/
88,tt0120662,Eye of the Beholder,1999,5,16586,109,R,"Drama, Mystery, Thriller","A private eye shadows a female serial killer of men all over the U.S. without her knowing as he, strangely enough, occasionally acts as her guardian angel.",https://www.imdb.com/title/tt0120662/
88,tt0417791,Rory O'Shea Was Here,2004,7.7,16582,104,R,"Comedy, Drama","When the kinetic Rory moves into his room in the Carrigmore Residential Home for the Disabled, his effect on the home is immediate. Most telling is his friendship with Michael, a young man with cerebral palsy and nearly unintelligible speech. Somehow, Rory understands Michael, and encourages him to experience life outside the confines of home.",https://www.imdb.com/title/tt0417791/
88,tt0117002,Mary Reilly,1996,5.8,16564,108,R,"Drama, Horror, Romance","A housemaid falls in love with Dr. Henry Jekyll and his darkly mysterious counterpart, Mr. Edward Hyde.",https://www.imdb.com/title/tt0117002/
88,tt0114496,Something to Talk About,1995,5.8,16550,106,R,"Comedy, Drama, Romance",A woman's world is rocked when she discovers her husband is cheating on her.,https://www.imdb.com/title/tt0114496/
88,tt5034266,Our Souls at Night,2017,6.9,16548,103,TV-14,"Drama, Romance","Fonda and Redford star as Addie Moore and Louis Waters, a widow and widower who've lived next to each other for years. The pair have almost no relationship, but that all changes when Addie tries to make a connection with her neighbor.",https://www.imdb.com/title/tt5034266/
88,tt1371155,Made in Dagenham,2010,7.1,16543,113,R,"Comedy, Drama, History","A dramatization of the 1968 strike at the Ford Dagenham car plant, where female workers walked out in protest against sexual discrimination.",https://www.imdb.com/title/tt1371155/
88,tt0082416,The French Lieutenant's Woman,1981,6.9,16539,124,R,"Drama, Romance",Anna and Mike portray two characters in a film set in 19th century England who fall in love despite the fact that Mike's character is engaged.,https://www.imdb.com/title/tt0082416/
88,tt0338512,Two Brothers,2004,7,16537,109,PG,"Adventure, Drama, Family","Two tigers are separated as cubs and taken into captivity, only to be reunited years later as enemies by an explorer who inadvertently forces them to fight each other.",https://www.imdb.com/title/tt0338512/
88,tt9853500,Bandit,2022,6.4,16533,126,R,"Biography, Crime, Drama","After escaping a Michigan prison, a charming career criminal assumes a new identity in Canada and goes on to rob a record 59 banks and jewellery stores while being hunted by a police task force. Based on the story of The Flying Bandit.",https://www.imdb.com/title/tt9853500/
88,tt3774466,Ashby,2015,6.4,16529,100,R,"Comedy, Crime, Drama","High-school student Ed Wallis enters into a friendship with his neighbor, Ashby, a retired CIA assassin who only has a few months left to live.",https://www.imdb.com/title/tt3774466/
88,tt1975249,6 Bullets,2012,6,16523,115,R,"Action, Crime, Drama",An ex-mercenary known for finding missing children is hired by a mixed martial arts fighter whose daughter has been kidnapped.,https://www.imdb.com/title/tt1975249/
88,tt0780567,Imagine That,2009,5.6,16509,107,PG,"Comedy, Drama, Family","A financial executive who can't stop his career downspiral is invited into his daughter's imaginary world, where solutions to his problems await.",https://www.imdb.com/title/tt0780567/
88,tt0106941,For Love or Money,1993,6.2,16503,96,PG,"Comedy, Drama, Romance","Doug, a concierge at a luxury Manhattan hotel, saves all his tips toward his plan for a hotel. A potential investor seduces the girl Doug loves with false promises of leaving his wife. Doug's dilemma: hotel project or girl?",https://www.imdb.com/title/tt0106941/
88,tt0448075,The Night Listener,2006,5.9,16495,91,R,"Crime, Drama, Horror","In the midst of his crumbling relationship, a radio show host begins speaking to his biggest fan, a young boy, via the telephone. But when questions about the boy's identity come up, the host's life is thrown into chaos.",https://www.imdb.com/title/tt0448075/
88,tt0050798,Old Yeller,1957,7.2,16492,83,Approved,"Adventure, Drama, Family","In 1860s Texas, a stray yellow dog proves his worth to a frontier family, especially bonding with their teenage son who must help manage their homestead while his father works a cattle drive.",https://www.imdb.com/title/tt0050798/
88,tt0079271,Hardcore,1979,7.1,16484,108,R,"Crime, Drama","A devoutly Calvinist businessman from Michigan ventures into California's adult entertainment industry, where he desperately searches for his runaway teenage daughter.",https://www.imdb.com/title/tt0079271/
88,tt2967006,The Trip to Italy,2014,6.6,16483,108,Not Rated,"Comedy, Drama","Two men, six meals in six different places on a road trip around Italy. Liguria, Tuscany, Rome, Amalfi and ending in Capri.",https://www.imdb.com/title/tt2967006/
89,tt9586294,Better Days,2019,7.6,16481,135,,"Crime, Drama, Romance","While she copes with the pressures of her final examinations, a bullied teenage girl forms an unlikely friendship with a mysterious young man who protects her from her assailants.",https://www.imdb.com/title/tt9586294/
89,tt0107983,Romeo Is Bleeding,1993,6.5,16476,110,R,"Crime, Drama, Romance",A corrupt New York policeman falls under the spell of a seductive and ruthless member of a Moscow crime family.,https://www.imdb.com/title/tt0107983/
89,tt5968274,The Angel,2018,6.7,16475,114,TV-MA,"Action, Biography, Drama","As his country prepares for war, top Egyptian official Ashraf Marwan makes contact with Israel and wades into a shadowy game of high-stakes espionage.",https://www.imdb.com/title/tt5968274/
89,tt5117428,Wild Rose,2018,7.1,16470,101,R,"Drama, Music",A troubled young Glaswegian woman dreams of becoming a Nashville country star.,https://www.imdb.com/title/tt5117428/
89,tt0037865,Leave Her to Heaven,1945,7.6,16446,110,Approved,"Drama, Film-Noir, Romance","A writer falls in love with a young socialite and they're soon married, but her obsessive love for him threatens to be the undoing of them both as well as everyone around them.",https://www.imdb.com/title/tt0037865/
89,tt1996310,Lore,2012,7.1,16443,109,Not Rated,"Drama, Romance, War","As the Allies sweep across Germany, Lore leads her siblings on a journey that exposes them to the truth of their parents' beliefs. An encounter with a mysterious refugee forces Lore to rely on a person she has always been taught to hate.",https://www.imdb.com/title/tt1996310/
89,tt0042530,Gun Crazy,1950,7.6,16434,87,Approved,"Crime, Drama, Film-Noir",Two disturbed young people release their fascination with guns through a crime spree.,https://www.imdb.com/title/tt0042530/
89,tt0095801,Bagdad Cafe,1987,7.4,16419,95,PG,"Comedy, Drama",A lonely German woman ends up in the most desolate motel on Earth and decides to make it brighter.,https://www.imdb.com/title/tt0095801/
89,tt0071524,The Front Page,1974,7.3,16415,105,PG,"Comedy, Drama, Romance",A ruthless editor tries to get his top reporter to cover one more crime story before retirement.,https://www.imdb.com/title/tt0071524/
89,tt2499472,Point Blank,2019,5.7,16414,86,TV-MA,"Action, Crime, Drama",An ER nurse and a career criminal are forced into an unlikely partnership in taking down a ring of corrupt cops threatening the lives of both their families.,https://www.imdb.com/title/tt2499472/
89,tt8535968,System Crasher,2019,7.8,16412,125,,Drama,"Benni, age 9, bounces among institutions that cannot tackle her outbursts. She wants to move in with her mother--who cannot handle her wild daughter. After Micha is hired, Benni slowly opens up and attaches herself to him.",https://www.imdb.com/title/tt8535968/
89,tt1911662,Vehicle 19,2013,4.9,16398,85,R,"Action, Crime, Drama","In Johannesburg, an American parole breaker unknowingly picks up a rental car that will tie him to a web of corrupt local police.",https://www.imdb.com/title/tt1911662/
89,tt0081974,Absence of Malice,1981,6.9,16391,116,PG,"Drama, Romance, Thriller","When prosecutor Elliot Rosen leaks to naive, but well-meaning, Miami reporter Megan Carter that liquor wholesaler Mike Gallagher is suspected in the murder of the local longshoreman union president, Gallagher's life begins to unravel.",https://www.imdb.com/title/tt0081974/
89,tt2674454,Churchill,2017,6,16391,105,PG,"Biography, Drama, History","Ninety-six hours before the World War II invasion of Normandy, British Prime Minister Winston Churchill struggles with his severe reservations with Operation Overlord and his increasingly marginalized role in the war effort.",https://www.imdb.com/title/tt2674454/
89,tt18363072,The Royal Hotel,2023,5.7,16389,91,R,Drama,Backpackers Hanna and Liv take a job in a remote Australian pub for some extra cash and are confronted with a bunch of unruly locals and a situation that rapidly leaps out of their control.,https://www.imdb.com/title/tt18363072/
89,tt0145503,Sunshine,1999,7.5,16380,181,R,"Drama, History, Romance",The fate of a Hungarian Jewish family throughout the 20th century.,https://www.imdb.com/title/tt0145503/
89,tt0062695,Stolen Kisses,1968,7.5,16377,91,R,"Comedy, Drama, Romance","After being discharged from the army, Antoine Doinel centers a screwball comedy where he applies for different jobs and tries to make sense of his relationships with women.",https://www.imdb.com/title/tt0062695/
89,tt10098448,Jesus Revolution,2023,7.1,16374,120,PG-13,"Biography, Drama, History",The true story of a national spiritual awakening in the early 1970s and its origins within a community of teenage hippies in Southern California.,https://www.imdb.com/title/tt10098448/
89,tt9006564,2018,2023,8.3,16373,150,,"Action, Drama, Thriller",A disaster film set during the 2018 Kerala Floods where people from all walks of life faced catastrophic consequences and put in collective efforts to survive the calamity.,https://www.imdb.com/title/tt9006564/
89,tt0313670,Sweet Sixteen,2002,7.4,16366,106,R,"Crime, Drama","Determined to have a normal family life once his mother gets out of prison, a Scottish teenager from a tough background sets out to raise the money for a home.",https://www.imdb.com/title/tt0313670/
89,tt0075276,Stroszek,1977,7.7,16364,115,Not Rated,"Comedy, Drama","In Berlin, an alcoholic man, recently released from prison, joins his elderly friend and a prostitute in a determined dream to leave Germany and seek a better life in Wisconsin.",https://www.imdb.com/title/tt0075276/
89,tt0441881,Danger Close,2019,6.8,16351,118,R,"Action, Drama, War","In August 1966, in a Vietnamese rubber plantation called Long Tan, 108 young and inexperienced Australian and New Zealand soldiers are fighting for their lives against 2500 North Vietnamese and Viet Cong soldiers.",https://www.imdb.com/title/tt0441881/
89,tt0059274,The Hill,1965,7.8,16348,123,Approved,"Drama, War","In a North African military prison during World War II, five new prisoners struggle to survive in the face of brutal punishment and sadistic guards.",https://www.imdb.com/title/tt0059274/
89,tt0089603,Mishima: A Life in Four Chapters,1985,7.9,16347,120,R,"Biography, Drama",A fictionalized account in four chapters of the life of celebrated Japanese writer Yukio Mishima.,https://www.imdb.com/title/tt0089603/
89,tt0338097,Head in the Clouds,2004,6.5,16347,132,R,"Drama, Romance, War","From the roaring 1920s to the ruinous Spanish Civil War and Adolf Hitler's rise into power, the lives of an Irish schoolteacher, a provocative heiress and her Spanish muse are intricately interlaced, sharing the same destiny and passion.",https://www.imdb.com/title/tt0338097/
89,tt0113613,The Last Supper,1995,6.7,16334,92,R,"Comedy, Crime, Drama",A group of idealistic but frustrated liberals succumb to the temptation of murdering right-wing pundits for their political beliefs.,https://www.imdb.com/title/tt0113613/
89,tt2465146,And So It Goes,2014,5.9,16330,94,PG-13,"Comedy, Drama, Romance",A self-absorbed realtor enlists the help of his neighbor when he's suddenly left in charge of the granddaughter he never knew existed until his estranged son drops her off at his home.,https://www.imdb.com/title/tt2465146/
89,tt0119280,Mrs. Brown,1997,7.2,16328,101,PG,"Biography, Drama, History","When Queen Victoria descends into deep mourning after the death of her husband Prince Albert in 1861, she finds solace in her trusted servant, Mr. John Brown, but their relationship also brings scandal and turmoil.",https://www.imdb.com/title/tt0119280/
89,tt14176542,Bardo: False Chronicle of a Handful of Truths,2022,6.7,16319,159,R,"Comedy, Drama","An acclaimed documentarian goes on an introspective journey through surreal dreamscapes to reconcile with the past, the present and his Mexican identity.",https://www.imdb.com/title/tt14176542/
89,tt8178486,Earthquake Bird,2019,6,16312,107,R,"Crime, Drama, Mystery","An enigmatic translator with a dark past is brought in for questioning after an ex-pat friend, who came between her and her photographer boyfriend, ends up missing and presumed dead.",https://www.imdb.com/title/tt8178486/
89,tt0144715,Holy Smoke,1999,5.9,16300,115,R,"Comedy, Drama","Ruth's been brainwashed by a guru in Delhi, India. Her parents in Sydney hire a specialist in reversing this. Ruth is tricked to return to Australia and is isolated in an outback cabin with the specialist. It gets messy.",https://www.imdb.com/title/tt0144715/
89,tt0114279,Richard III,1995,7.3,16290,104,R,"Drama, Sci-Fi, War",The classic Shakespearean play about the murderously scheming 15th-century king is reimagined in an alternative setting of 1930s England as clouds of fascism gather.,https://www.imdb.com/title/tt0114279/
89,tt0149624,All the Pretty Horses,2000,5.8,16284,116,PG-13,"Drama, Romance, Western","Two Texas cowboys head to Mexico in search of work, but soon find themselves in trouble with the law after one of them falls in love with a wealthy rancher's daughter.",https://www.imdb.com/title/tt0149624/
89,tt0064816,The Swimming Pool,1969,7.1,16277,122,16+,"Crime, Drama, Romance","Jean-Paul and Marianne spend lazy holidays at their villa in idyllic Southern France. However when Harry and his attractive young daughter Penelope show up, the dreamy summer days are suddenly filled with unspoken tension and jealousy.",https://www.imdb.com/title/tt0064816/
89,tt0116095,Diabolique,1996,5.5,16270,107,R,"Drama, Horror, Mystery",The wife and mistress of the sadistic dean of an exclusive prep school conspire to murder him.,https://www.imdb.com/title/tt0116095/
89,tt0033891,Meet John Doe,1941,7.6,16265,122,Approved,"Comedy, Drama, Romance","A penniless drifter is recruited by an ambitious columnist to impersonate a non-existent person who said he'd be committing suicide as a protest, and a social movement begins.",https://www.imdb.com/title/tt0033891/
89,tt0118055,Up Close & Personal,1996,6.1,16259,124,PG-13,"Drama, Romance","An ambitious young woman, determined to build a career in television journalism, gets good advice from her first boss, and they fall in love.",https://www.imdb.com/title/tt0118055/
89,tt0216625,Code Unknown,2000,7.1,16258,118,Not Rated,Drama,"A young man harasses a homeless woman, another man protests, the police arrest both and the woman has to leave the country. What were their various story-lines leading up to this event?",https://www.imdb.com/title/tt0216625/
89,tt8041276,Paddleton,2019,7.2,16249,89,TV-MA,"Comedy, Drama",An unlikely friendship between two misfit neighbors becomes an unexpectedly emotional journey when the younger man is diagnosed with terminal cancer.,https://www.imdb.com/title/tt8041276/
89,tt0186975,Down to You,2000,5,16247,91,PG-13,"Comedy, Drama, Romance","College students Al and Imogen meet and fall in love, but fear of commitment causes them to go their separate ways.",https://www.imdb.com/title/tt0186975/
89,tt0071910,The Night Porter,1974,6.6,16241,118,R,Drama,"A concentration camp survivor rekindles her sadomasochistic relationship with an ex-SS officer working as a night porter at a Vienna hotel, but his former associates begin stalking them.",https://www.imdb.com/title/tt0071910/
89,tt21942598,Freaky Tales,2024,6.3,16238,107,R,"Action, Adventure, Comedy","Four interconnected stories set in 1987 Oakland, CA. will tell about the love of music, movies, people, places and memories beyond our knowable universe.",https://www.imdb.com/title/tt21942598/
89,tt0893412,From Prada to Nada,2011,5.5,16237,107,PG-13,"Action, Comedy, Drama","A Latina spin on Jane Austen's ""Sense and Sensibility"": two spoiled sisters who have been left penniless after their father's sudden death are forced to move in with their estranged aunt in East Los Angeles.",https://www.imdb.com/title/tt0893412/
89,tt0103850,Bob Roberts,1992,7,16216,102,R,"Comedy, Drama","A conservative folk singer turns his hand to politics and runs for the U.S. Senate, but he is not above dirty tricks and smear campaigns to gain an advantage over his opponent.",https://www.imdb.com/title/tt0103850/
89,tt9731386,Rogue Agent,2022,6.5,16207,115,,"Action, Adventure, Drama","The extraordinary and chilling story of career conman Robert Freegard who masqueraded as an MI5 agent and fooled people into going into hiding, and the woman who fell for him, and then brought him down.",https://www.imdb.com/title/tt9731386/
89,tt0484562,The Seeker: The Dark Is Rising,2007,4.8,16201,99,PG,"Adventure, Drama, Family",A boy's life is turned upside down when he learns that he is the last of a group of immortal warriors who have dedicated their lives to fighting the forces of the dark.,https://www.imdb.com/title/tt0484562/
89,tt0030287,Jezebel,1938,7.4,16200,104,Approved,"Drama, Romance","In 1850s Louisiana, a free-spirited Southern belle loses her fiancé due to her stubborn vanity and pride, and vows to win him back.",https://www.imdb.com/title/tt0030287/
89,tt0109305,Blue Chips,1994,6.3,16185,108,PG-13,"Drama, Sport",A college basketball coach is forced to break the rules in order to get the players he needs to stay competitive.,https://www.imdb.com/title/tt0109305/
89,tt1518812,Meek's Cutoff,2010,6.5,16177,104,PG,"Adventure, Drama, Thriller",Settlers traveling through the Oregon desert in 1845 find themselves stranded in harsh conditions.,https://www.imdb.com/title/tt1518812/
89,tt0113321,Home for the Holidays,1995,6.6,16170,103,PG-13,"Comedy, Drama, Romance","After being fired, making out with her soon-to-be ex-boss, and discovering that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces the unenviable task of spending the holiday with her exceedingly dull family.",https://www.imdb.com/title/tt0113321/
90,tt0037101,"Murder, My Sweet",1944,7.5,16159,95,Approved,"Crime, Drama, Film-Noir","After being hired to find an ex-con's former girlfriend, Philip Marlowe is drawn into a deeply complex web of mystery and deceit.",https://www.imdb.com/title/tt0037101/
90,tt1985981,Desi Boyz,2011,5.7,16159,122,Not Rated,"Comedy, Drama, Romance","Two friends lose their jobs, then part bitterly after they get exposed as male strippers.",https://www.imdb.com/title/tt1985981/
90,tt0104265,Final Analysis,1992,5.9,16156,124,R,"Drama, Thriller","A psychiatrist becomes romantically involved with the sister of one of his patients, but the influence of her controlling gangster husband threatens to destroy them both.",https://www.imdb.com/title/tt0104265/
90,tt0102592,One False Move,1991,7.1,16155,105,R,"Crime, Drama, Thriller",A small town police chief awaits the arrival of a gang of killers.,https://www.imdb.com/title/tt0102592/
90,tt7616148,Luce,2019,6.6,16150,109,R,"Drama, Mystery, Thriller","A married couple is forced to reckon with their idealized image of their son, adopted from war-torn Eritrea, after an alarming discovery by a devoted high school teacher threatens his status as an all-star student.",https://www.imdb.com/title/tt7616148/
90,tt6149154,Waiting for the Barbarians,2019,6,16147,112,,"Drama, History","At an isolated frontier outpost, a colonial magistrate suffers a crisis of conscience when an army colonel arrives looking to interrogate the locals about an impending uprising, using cruel tactics that horrify the magistrate.",https://www.imdb.com/title/tt6149154/
90,tt0074749,The Killing of a Chinese Bookie,1976,7.2,16136,135,R,"Crime, Drama, Thriller","A proud strip club owner is forced to come to terms with himself as a man when his gambling addiction gets him in hot water with the mob, who offer him only one alternative.",https://www.imdb.com/title/tt0074749/
90,tt0094663,Another Woman,1988,7.2,16118,81,PG,Drama,"Facing a mid-life crisis, 50-year-old college dean Marion Post takes a sabbatical and rents an apartment next to a psychiatrist's office to write a new book, then is drawn to the plight of a pregnant woman seeking that doctor's help.",https://www.imdb.com/title/tt0094663/
90,tt1216520,Womb,2010,6.3,16115,111,Not Rated,"Drama, Romance, Sci-Fi","A woman's consuming love forces her to bear the clone of her dead beloved. From his infancy to manhood, she faces the unavoidable complexities of her controversial decision.",https://www.imdb.com/title/tt1216520/
90,tt2948790,Return to Sender,2015,5.1,16110,92,Not Rated,"Drama, Thriller",A nurse living in small town goes on a blind date with a man who is not the person he says he is.,https://www.imdb.com/title/tt2948790/
90,tt12889404,Cyrano,2021,6.4,16109,123,PG-13,"Drama, Musical, Romance","Too self-conscious to woo Roxanne himself, wordsmith Cyrano de Bergerac helps young Christian nab her heart through love letters.",https://www.imdb.com/title/tt12889404/
90,tt1999987,Breathe In,2013,6.3,16097,98,R,"Drama, Romance","When a foreign exchange student arrives in a small upstate New York town, she challenges the dynamics of her host family's relationships and alters their lives forever.",https://www.imdb.com/title/tt1999987/
90,tt0063663,The Swimmer,1968,7.6,16094,95,M/PG,Drama,A man spends a summer day swimming home via all the pools in his quiet suburban neighborhood.,https://www.imdb.com/title/tt0063663/
90,tt0079095,The Marriage of Maria Braun,1979,7.7,16088,120,R,"Drama, Romance","Maria marries Hermann Braun in the last days of World War II, only for him to go missing in the war. Alone, Maria puts to use her beauty and ambition in order to find prosperity during Germany's ""economic miracle"" of the 1950s.",https://www.imdb.com/title/tt0079095/
90,tt0338325,Paparazzi,2004,5.7,16087,84,PG-13,"Action, Crime, Drama",A rising Hollywood actor decides to take personal revenge against a group of four persistent photographers to make them pay for almost causing a personal tragedy involving his wife and son.,https://www.imdb.com/title/tt0338325/
90,tt0429715,The Business,2005,6.6,16062,97,R,"Crime, Drama, Thriller","Frankie is sent from London to Spain to make a delivery to Charlie, who likes the kid and shows him the ropes including the use of guns and drugs. Frankie likes the sun, pools and the cute, bikini clad girls and stays in Spain.",https://www.imdb.com/title/tt0429715/
90,tt22004344,Snack Shack,2024,7,16056,112,R,"Comedy, Drama","Nebraska City, 1991, two best friends get the chance to run the swimming pool snack shack, that later comes to be the perfect scenario for transgression, fun, personal discovery and romance.",https://www.imdb.com/title/tt22004344/
90,tt0109842,Fresh,1994,7.5,16033,114,R,"Crime, Drama, Thriller","Death and violence anger a twelve-year-old drug courier, who sets his employers against each other.",https://www.imdb.com/title/tt0109842/
90,tt1604171,Prom,2011,5.4,16032,104,PG,"Comedy, Drama, Family",A group of teenagers get ready for their high school prom.,https://www.imdb.com/title/tt1604171/
90,tt1609479,Better Living Through Chemistry,2014,6.2,16030,91,Not Rated,"Comedy, Drama",Douglas leads a simple and uneventful existence as a pharmacist in a small town.,https://www.imdb.com/title/tt1609479/
90,tt0363473,Beyond the Sea,2004,6.7,16029,118,PG-13,"Biography, Drama, Music","A swooning study of ""Mack the Knife"" singer Bobby Darin and specifically his relationship with wife Sandra Dee.",https://www.imdb.com/title/tt0363473/
90,tt0124595,Return to Paradise,1998,6.9,16025,111,R,"Drama, Romance, Thriller",Two men can save a friend's life by going to jail.,https://www.imdb.com/title/tt0124595/
90,tt0113537,Kicking and Screaming,1995,6.6,16009,96,R,"Comedy, Drama, Romance","A bunch of guys hang around their college for months after graduation, continuing a life much like the one before graduation.",https://www.imdb.com/title/tt0113537/
90,tt0018578,Wings,1927,7.5,15996,144,PG-13,"Drama, Romance, War","Two young men, one rich, one middle class, who are in love with the same woman, become fighter pilots in World War I.",https://www.imdb.com/title/tt0018578/
90,tt1260502,Ghost in the Shell 2.0,2008,7.8,15995,83,TV-14,"Animation, Action, Crime",A hacker known as the Puppet Master is hunted by a female cyborg cop and her partner. This film is a revised version of Ghost in the Shell (1995).,https://www.imdb.com/title/tt1260502/
90,tt0056412,Ride the High Country,1962,7.4,15990,94,Approved,"Drama, Western",An ex-union soldier is hired to transport gold from a mining community through dangerous territory. But what he doesn't realize is that his partner and old friend is plotting to double-cross him.,https://www.imdb.com/title/tt0056412/
90,tt3263946,Trial by Fire,2018,7.1,15987,127,R,"Biography, Drama","The tragic and controversial story of Cameron Todd Willingham, who was sentenced to death in Texas for killing his three children even after scientific evidence and expert testimony bolstered his claims of innocence.",https://www.imdb.com/title/tt3263946/
90,tt0107096,Heaven & Earth,1993,6.8,15982,140,R,"Action, Biography, Drama","During the Vietnam War, a Vietnamese woman struggles hustling on the streets, where she comes face to face with those involved in the conflict around her.",https://www.imdb.com/title/tt0107096/
90,tt0378072,Hum Tum,2004,7,15978,143,Not Rated,"Comedy, Drama, Romance",A novel look at the eternal battle of the sexes and the trials and tribulations of Karan and Rhea and their attempts to understand each other.,https://www.imdb.com/title/tt0378072/
90,tt0120906,Zero Effect,1998,6.9,15975,116,R,"Comedy, Crime, Drama",The world's greatest detective Daryl Zero aided by his associate Steve investigates a complex and mysterious case of blackmail and missing keys for shady tycoon Gregory Stark who is less than forthcoming about what is really happening.,https://www.imdb.com/title/tt0120906/
90,tt0032143,The Women,1939,7.7,15975,133,Approved,"Comedy, Drama",A study of the lives and romantic entanglements of various interconnected women.,https://www.imdb.com/title/tt0032143/
90,tt0096098,Shoot to Kill,1988,6.8,15965,110,R,"Action, Adventure, Crime",An F.B.I. Agent teams up with a tracker to pursue a murderer after he vanishes into the mountains and infiltrates a hiking group.,https://www.imdb.com/title/tt0096098/
90,tt1686039,Act of Vengeance,2010,5.7,15959,119,Not Rated,"Action, Drama","In Istanbul, terrorists abduct executives, blow-up the car of a journalist and plan five great attacks to the city. The violent police officer Firat Baran interrogates a terrorist and informs that the responsible for the attacks is the leader codenamed Dajjal that lives in New York under the identity of Hadji Gümüs.",https://www.imdb.com/title/tt1686039/
90,tt11204094,The Duke,2020,6.9,15958,95,R,"Biography, Comedy, Crime","In 1961, Kempton Bunton, a 60 year old taxi driver, steals Goya's portrait of the Duke of Wellington from the National Gallery in London.",https://www.imdb.com/title/tt11204094/
90,tt0106341,Bad Boy Bubby,1993,7.3,15952,114,Not Rated,"Comedy, Crime, Drama","Bubby has spent thirty years trapped in the same small room, tricked by his mother. One day, he manages to escape and, deranged and naive in equal measures, his adventure into a modern and nihilistic life begins.",https://www.imdb.com/title/tt0106341/
90,tt11169050,Supernova,2020,6.9,15946,95,R,"Drama, Romance","Sam and Tusker are traveling across England in their old RV to visit friends, family and places from their past. Since Tusker was diagnosed with dementia two years ago, their time together is the most important thing they have.",https://www.imdb.com/title/tt11169050/
90,tt0285861,Owning Mahowny,2003,7,15943,104,R,"Crime, Drama, Thriller",A bank manager with: (a) a gambling problem and (b) access to a multimillion dollar account gets into a messy situation. Based on the story of the largest one-man bank fraud in Canadian history.,https://www.imdb.com/title/tt0285861/
90,tt0298744,Auto Focus,2002,6.7,15934,105,R,"Biography, Crime, Drama",The life of TV star Bob Crane and his strange friendship with electronics expert John Henry Carpenter.,https://www.imdb.com/title/tt0298744/
90,tt0156794,Eternity and a Day,1998,7.9,15933,137,Unrated,Drama,"Famous writer Alexander is very ill and has little time left to live. He meets a little boy on the street, who is an illegal immigrant from Albania, and goes on a journey with him to take the boy home.",https://www.imdb.com/title/tt0156794/
90,tt0204137,Animal Factory,2000,6.6,15933,94,R,"Crime, Drama","A young man goes to prison and a tough, older convict takes him under his wing as a mentor.",https://www.imdb.com/title/tt0204137/
90,tt32298285,Sirat,2025,7,15925,115,R,"Action, Adventure, Drama","A father, accompanied by his son, goes looking for his missing daughter in North Africa.",https://www.imdb.com/title/tt32298285/
90,tt0120152,Smilla's Sense of Snow,1997,6.3,15918,121,R,"Crime, Drama, Mystery","A 6 y.o. Inuit boy runs off a snowy roof in Copenhagen and dies. Smilla, a half Inuit who lives in the building and knows the boy, looks into it. What makes an acrophobic boy run up on the roof? The clues take her to Greenland.",https://www.imdb.com/title/tt0120152/
90,tt0163983,Bless the Child,2000,5.1,15916,107,R,"Crime, Drama, Horror","Cody, a little girl abandoned by her mother and raised by her aunt, a nurse, is kidnapped. The girl's guardian, aided by an F.B.I. agent, learn that Cody has supernatural abilities, and the abductees are a Satanic cult willing to do anything to gain them.",https://www.imdb.com/title/tt0163983/
